カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Dimir Charm,1,{U}{B},Dimir Charm,,UB,,インスタント,,"Choose one ? Counter target sorcery spell; or destroy target creature with power 2 or less; or look at the top three cards of target player's library, then put one back and the rest into that player's graveyard.",,,,,,,,,,,,,,Dimir Charm,ディミーアの魔除け,"Choose one ? Counter target sorcery spell; or destroy target creature with power 2 or less; or look at the top three cards of target player's library, then put one back and the rest into that player's graveyard.",以下の３つから１つを選ぶ。「ソーサリー呪文１つを対象とし、それを打ち消す。」「パワーが２以下のクリーチャー１体を対象とし、それを破壊する。」「プレイヤー１人を対象とする。そのプレイヤーのライブラリーの一番上から３枚のカードを見る。その後、１枚を戻し、残りをそのプレイヤーの墓地に置く。」,"<i>""Dangerous to recognize. Deadly not to."" <br/></i><br/></i>?Lazav</i>",<i>「認めるは危うし。認めずば命なし。」――ラザーヴ</i>,Zoltan Boros,154,,,,,,,,,,GTC,アンコモン,,
Dimir Cluestone,1,{3},Dimir Cluestone,,Colorless,,アーティファクト,,"{Tap}: Add {U} or {B} to your mana pool.<br/>{U}{B}, {Tap}, Sacrifice Dimir Cluestone: Draw a card.",,,,,,,,,,,,,,Dimir Cluestone,ディミーアの導き石,"{Tap}: Add {U} or {B} to your mana pool.<br/>{U}{B}, {Tap}, Sacrifice Dimir Cluestone: Draw a card.","{Tap}：あなたのマナ・プールに{U}か{B}を加える。<br/>{U}{B}, {Tap}, ディミーアの導き石を生け贄に捧げる：カードを１枚引く。","<i>It waits in the chill of the undercity, holding nameless secrets for those who dare to touch it.</i>",<i>それは地底街の霊気に晒され、名もなき秘密を抱えつつ、それに触れる勇気のある者を待っている。</i>,Raoul Vitale,138,,,,,,,,,,DGM,コモン,,
Dimir Guildgate,1,,Dimir Guildgate,,Colorless,,土地,門,Dimir Guildgate enters the battlefield tapped.<br/>{Tap}: Add {U} or {B} to your mana pool.,,,,,,,,,,,,,,Dimir Guildgate,ディミーアのギルド門,Dimir Guildgate enters the battlefield tapped.<br/>{Tap}: Add {U} or {B} to your mana pool.,ディミーアのギルド門はタップ状態で戦場に出る。{Tap}：あなたのマナ・プールに{U}か{B}を加える。,"<i>Enter and become a mastermind of spies, lies, and deception.</i>",<i>ここに入れ。それが諜報、ぼう略、詐欺の達人となる道。</i>,Cliff Childs,241,,,,,,,,,,GTC,コモン,,
Dimir Keyrune,1,{3},Dimir Keyrune,,Colorless,,アーティファクト,,{Tap}: Add {U} or {B} to your mana pool.<br/>{U}{B}: Dimir Keyrune becomes a 2/2 blue and black Horror artifact creature until end of turn and can't be blocked this turn.,,,,,,,,,,,,,,Dimir Keyrune,ディミーアの魔鍵,{Tap}: Add {U} or {B} to your mana pool.<br/>{U}{B}: Dimir Keyrune becomes a 2/2 blue and black Horror artifact creature until end of turn and is unblockable this turn.,{Tap}：あなたのマナ・プールに{U}か{B}を加える。{U}{B}：ディミーアの魔鍵はターン終了時まで、青であり黒である２/２のホラー・アーティファクト・クリーチャーになる。このターン、これはブロックされない。,<i>A key that slips through every lock.</i>,<i>あらゆる錠をすり抜ける鍵。</i>,Daniel Ljunggren,228,,,,,,,,,,GTC,アンコモン,,
Dinrova Horror,1,{4}{U}{B},Dinrova Horror,,UB,,クリーチャー,ホラー,"When Dinrova Horror enters the battlefield, return target permanent to its owner's hand, then that player discards a card.",4,4,,,,,,,,,,,,Dinrova Horror,ディンローヴァの恐怖,"When Dinrova Horror enters the battlefield, return target permanent to its owner's hand, then that player discards a card.",ディンローヴァの恐怖が戦場に出たとき、パーマネント１つを対象とし、それをオーナーの手札に戻す。その後、そのプレイヤーはカードを１枚捨てる。,"<i>""Welcome to the Dimir Public Offices. Not responsible for death or loss of property. Basement off-limits."" <br/></i><br/></i>?Sign outside Dinrova Building</i>",<i>「ディミーア官公庁へようこそ。死亡や盗難の責任は負いかねます。地下は立入禁止です。」――ディンローヴァの建物外の告知</i>,Johann Bodin,155,,,,,,,,,,GTC,アンコモン,,
Disciple of the Old Ways,1,{1}{G},Disciple of the Old Ways,,G,,クリーチャー,人間 戦士,{R}: Disciple of the Old Ways gains first strike until end of turn.,2,2,,,,,,,,,,,,Disciple of the Old Ways,旧き道の信奉者,{R}: Disciple of the Old Ways gains first strike until end of turn.,{R}：旧き道の信奉者はターン終了時まで先制攻撃を得る。,"<i>""Selesnya thinks nature is a pretty plaything. True nature would rip their faces off and wear their skins as trophies.""</i>",<i>「セレズニアは自然が素敵な玩具だと思ってる。本当の自然はあいつらの顔面を引き裂いて、その生皮を戦利品として身に着けるでしょう。」</i>,Anthony Palumbo,118,,,,,,,,,,GTC,コモン,,
Dispel,1,{U},Dispel,,U,,インスタント,,Counter target instant spell.,,,,,,,,,,,,,,Dispel,払拭,Counter target instant spell.,インスタント呪文１つを対象とし、それを打ち消す。,"<i>""Civilization will subsume us unless we overwhelm it instead.""</i><br/></i>?Speaker Zegana</i>",<i>「もし我々が文明を圧倒しなければ、文明が我々を取り込んでしまうだろう。」</i><br/></i>――話し手ゼガーナ</i>,Chase Stone,36,,,,,,,,,,RTR,コモン,,
Domri Rade,1,{1}{R}{G},Domri Rade,,RG,,プレインズウォーカー,ドムリ,"+1: Look at the top card of your library. If it's a creature card, you may reveal it and put it into your hand.<br/>-2: Target creature you control fights another target creature.<br/>-7: You get an emblem with ""Creatures you control have double strike, t",,,3,,,,,,,,,,,Domri Rade,ドムリ・ラーデ,"+1: Look at the top card of your library. If it's a creature card, you may reveal it and put it into your hand.<br/>-2: Target creature you control fights another target creature.<br/>-7: You get an emblem with ""Creatures you control have double strike, t",+1：あなたのライブラリーの一番上のカードを見る。それがクリーチャー・カードである場合、あなたはそれを公開してあなたの手札に加えてもよい。-2：あなたがコントロールするクリーチャー１体を対象とし、他のクリーチャー１体を対象とする。その前者はその後者と格闘を行う。-7：あなたは「あなたがコントロールするクリーチャーは二段攻撃、トランプル、呪禁、速攻を持つ。」を持つ紋章を得る。,,,Tyler Jacobson,156,,,,,,,,,,GTC,神話レア,,
Doorkeeper,1,{1}{U},Doorkeeper,,U,,クリーチャー,ホムンクルス,"Defender<br/>{2}{U}, {Tap}: Target player puts the top X cards of his or her library into his or her graveyard, where X is the number of creatures with defender you control.",0,4,,,,,,,,,,,,Doorkeeper,門衛,"Defender<br/>{2}{U}, {Tap}: Target player puts the top X cards of his or her library into his or her graveyard, where X is the number of creatures with defender you control.","防衛<br/>{2}{U}, {Tap}：プレイヤー１人を対象とする。そのプレイヤーは自分のライブラリーの一番上からＸ枚のカードを自分の墓地に置く。Ｘはあなたがコントロールする防衛を持つクリーチャーの総数に等しい。",<i>One piercing stare usually convinces thieves to go elsewhere.</i>,<i>鋭く一瞥するだけで、盗っ人はたいていよそへ行ってしまう。</i>,Kev Walker,37,,,,,,,,,,RTR,コモン,,
Down,1,{3}{B},Down,,B,,ソーサリー,,Target player discards two cards.<br/>Fuse <i>(You may cast one or both halves of this card from your hand.)</i>,,,,,,,,,,,,,,Down,有害,Target player discards two cards.<br/>Fuse <i>(You may cast one or both halves of this card from your hand.)</i>,プレイヤー１人を対象とする。そのプレイヤーはカードを２枚捨てる。<br/>融合（あなたはこのカードの片方の半分または両方の半分を自分の手札から唱えてもよい。）,,,Svetlin Velinov,126,,,,,,,,,,DGM,アンコモン,,
Downsize,1,{U},Downsize,,U,,インスタント,,"Target creature you don't control gets -4/-0 until end of turn.<br/>Overload {2}{U} <i>(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")</i>",,,,,,,,,,,,,,Downsize,圧縮,"Target creature you don't control gets -4/-0 until end of turn.<br/>Overload {2}{U} <i>(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")</i>",あなたがコントロールしていないクリーチャー１体を対象とする。それはターン終了時まで－４/－０の修整を受ける。<br/>超過 {2}{U} （あなたはこの呪文をその超過コストで唱えてもよい。そうした場合、あなたがコントロールしていない各クリーチャーはそれぞれターン終了時まで－４/－０の修整を受ける。）,,,Ryan Pancoast,38,,,,,,,,,,RTR,コモン,,
Dragonshift,1,{1}{U}{R},Dragonshift,,UR,,インスタント,,"Until end of turn, target creature you control becomes a 4/4 blue and red Dragon, loses all abilities, and gains flying.<br/>Overload {3}{U}{U}{R}{R} <i>(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")</i>",,,,,,,,,,,,,,Dragonshift,ドラゴン化,"Until end of turn, target creature you control becomes a 4/4 blue and red Dragon, loses all abilities, and gains flying.<br/>Overload {3}{U}{U}{R}{R} <i>(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")</i>",あなたがコントロールするクリーチャー１体を対象とする。それはターン終了時まで青であり赤である４/４のドラゴンになり、すべての能力を失い、飛行を得る。<br/>超過 {3}{U}{U}{R}{R} （あなたはこの呪文をその超過コストで唱えてもよい。そうした場合、あなたがコントロールする各クリーチャーはそれぞれ、ターン終了時まで青であり赤である４/４のドラゴンになり、すべての能力を失い、飛行を得る。）,,,Svetlin Velinov,66,,,,,,,,,,DGM,レア,,
Drainpipe Vermin,1,{B},Drainpipe Vermin,,B,,クリーチャー,ネズミ,"When Drainpipe Vermin dies, you may pay {B}. If you do, target player discards a card.",1,1,,,,,,,,,,,,Drainpipe Vermin,下水の害獣,"When Drainpipe Vermin dies, you may pay {B}. If you do, target player discards a card.",下水の害獣が死亡したとき、プレイヤー１人を対象とする。あなたは{B}を支払ってもよい。そうした場合、そのプレイヤーはカードを１枚捨てる。,"<i>When times are tough, the poor eat the rats. When times are tougher, the rats eat the poor.</i>",<i>厳しい時代になると、貧民はネズミを食べる。さらに厳しい時代になると、ネズミが貧民を食べる。</i>,Trevor Claxton,66,,,,,,,,,,RTR,コモン,,
Drakewing Krasis,1,{1}{G}{U},Drakewing Krasis,,UG,,クリーチャー,トカゲ ドレイク,"Flying, trample",3,1,,,,,,,,,,,,Drakewing Krasis,ドレイク翼の混成体,"Flying, trample",飛行、トランプル,"<i>Cautious not to repeat Vig's mistakes, the Simic fuse life essences using magic alone. Each result is called a krasis.</i>",<i>ヴィグの過ちを繰り返さぬよう、シミック連合は魔法のみを使って慎重に生命の本質を融合させている。その成果物はいずれも混成体と呼ばれている。</i>,Johann Bodin,157,,,,,,,,,,GTC,コモン,,
Dramatic Rescue,1,{W}{U},Dramatic Rescue,,WU,,インスタント,,Return target creature to its owner's hand. You gain 2 life.,,,,,,,,,,,,,,Dramatic Rescue,劇的な救出,Return target creature to its owner's hand. You gain 2 life.,クリーチャー１体を対象とし、それをオーナーの手札に戻す。あなたは２点のライフを得る。,"<i>""I never thought I'd be so glad to see two tons of beak and claws bearing down on me at the speed of an arrow.""</i><br/></i>?Mirela, Azorius hussar</i>",<i>「２トンの嘴と爪が矢のように自分に向かってくるのを見てこんなに嬉しくなるなんて、考えてもみなかった。」</i><br/></i>――アゾリウスの騎兵、ミレーラ</i>,Ryan Pancoast,156,,,,,,,,,,RTR,コモン,,
