カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト,
Doom Blade,1,{1}{B},Doom Blade,,B,,インスタント,,Destroy target nonblack creature.,,,,,,,,,,,,,,Doom Blade,破滅の刃,Destroy target nonblack creature.,黒でないクリーチャー１体を対象とし、それを破壊する。,<i>The void is without substance but cuts like steel.</i>,<i>虚無は存在はしないが、鋼のように切り裂く。</i>,Chippy,95,,,,,,,,,,M11,コモン,,,
Doom Blade,1,{1}{B},Doom Blade,,B,,インスタント,,Destroy target nonblack creature.,,,,,,,,,,,,,,Doom Blade,破滅の刃,Destroy target nonblack creature.,黒でないクリーチャー１体を対象とし、それを破壊する。,,,Chippy,95,,,,,,,,,,M12,コモン,,,
Doom Blade,1,{1}{B},Doom Blade,,B,,インスタント,,Destroy target nonblack creature.,,,,,,,,,,,,,,Doom Blade,破滅の刃,Destroy target nonblack creature.,黒でないクリーチャー１体を対象とし、それを破壊する。,<i>The void is without substance but cuts like steel.</i>,<i>虚無は存在はしないが、鋼のように切り裂く。</i>,Chippy,78,,,,,,,,,,CMD,コモン,,,
Doom Blade,1,{1}{B},Doom Blade,,B,,インスタント,,Destroy target nonblack creature.,,,,,,,,,,,,,,Doom Blade,破滅の刃,Destroy target nonblack creature.,黒でないクリーチャー１体を対象とし、それを破壊する。,,,Chippy,96,,,,,,,,,,M14,アンコモン,,,
Door of Destinies,1,{4},Door of Destinies,,Colorless,,アーティファクト,,"As Door of Destinies enters the battlefield, choose a creature type.<br/>Whenever you cast a spell of the chosen type, put a charge counter on Door of Destinies.<br/>Creatures you control of the chosen type get +1/+1 for each charge counter on Door of Destinies.",,,,,,,,,,,,,,Door of Destinies,運命の扉,"As Door of Destinies comes into play, choose a creature type.<br/>Whenever you play a spell of that type, put a charge counter on Door of Destinies.<br/>Creatures you control of that type get +1/+1 for each charge counter on Door of Destinies.",運命の扉が場に出るに際し、クリーチャー・タイプを１つ選ぶ。<br/>あなたがそのタイプの呪文をプレイするたび、運命の扉の上に蓄積カウンターを１個置く。<br/>あなたがコントロールするそのタイプのクリーチャーは、運命の扉の上の蓄積カウンター１個につき＋１/＋１の修整を受ける。,,,Larry MacDougall,143,,,,,,,,,,MOR,レア,,,
Door of Destinies,1,{4},Door of Destinies,,Colorless,,アーティファクト,,"As Door of Destinies enters the battlefield, choose a creature type.<br/>Whenever you cast a spell of the chosen type, put a charge counter on Door of Destinies.<br/>Creatures you control of the chosen type get +1/+1 for each charge counter on Door of Destinies.",,,,,,,,,,,,,,Door of Destinies,運命の扉,"As Door of Destinies enters the battlefield, choose a creature type.Whenever you cast a spell of the chosen type, put a charge counter on Door of Destinies.Creatures you control of the chosen type get +1/+1 for each charge counter on Door of Destinies.",運命の扉が戦場に出るに際し、クリーチャー・タイプを１つ選ぶ。あなたがそのタイプの呪文を１つ唱えるたび、運命の扉の上に蓄積カウンターを１個置く。あなたがコントロールするそのタイプのクリーチャーは、運命の扉の上の蓄積カウンター１個につき＋１/＋１の修整を受ける。,,,Larry MacDougall,208,,,,,,,,,,M14,レア,,,
Dragon Egg,1,{2}{R},Dragon Egg,,R,,クリーチャー,ドラゴン,"Defender <i>(This creature can't attack.)</i><br/>When Dragon Egg dies, put a 2/2 red Dragon creature token with flying onto the battlefield. It has ""{R}: This creature gets +1/+0 until end of turn.""",0,2,,,,,,,,,,,,Dragon Egg,ドラゴンの卵,"Defender <i>(This creature can't attack.)</i>When Dragon Egg dies, put a 2/2 red Dragon creature token with flying onto the battlefield. It has ""{R}: This creature gets +1/+0 until end of turn.""",防衛（このクリーチャーでは攻撃できない。）ドラゴンの卵が死亡したとき、飛行を持つ赤の２/２のドラゴン・クリーチャー・トークンを１体戦場に出す。それは「{R}：このクリーチャーはターン終了時まで＋１/＋０の修整を受ける。」を持つ。,<i>Dragon birth lairs are littered with treasure to entice the young from their eggs.</i>,<i>ドラゴンの巣穴には雛を卵から呼び出すための宝物が詰まっている。</i>,Jack Wang,137,,,,,,,,,,M14,アンコモン,,,
Dragon Hatchling,1,{1}{R},Dragon Hatchling,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Dragon Hatchling gets +1/+0 until end of turn.,0,1,,,,,,,,,,,,Dragon Hatchling,ドラゴンの雛,Flying<br/>{R}: Dragon Hatchling gets +1/+0 until end of turn.,飛行<br/>{R}：ドラゴンの雛はターン終了時まで＋１/＋０の修整を受ける。,"<i>""Those dragons grow fast. For a while they feed on squirrels and goblins and then suddenly you're missing a mammoth.""</i><br/></i>?Hurdek, Mazar mammoth trainer</i>",<i>「これらのドラゴンはすぐに成長します。最初の餌はリスやゴブリンですが、そのうち、突然マンモスがいなくなると思いますよ」</i><br/></i>――マザールのマンモス調教師、ハーデック</i>,David Palumbo,128,,,,,,,,,,M13,コモン,,,
Dragon Hatchling,1,{1}{R},Dragon Hatchling,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Dragon Hatchling gets +1/+0 until end of turn.,0,1,,,,,,,,,,,,Dragon Hatchling,ドラゴンの雛,Flying{R}: Dragon Hatchling gets +1/+0 until end of turn.,飛行{R}：ドラゴンの雛はターン終了時まで＋１/＋０の修整を受ける。,"<i>""Those dragons grow fast. For a while they feed on squirrels and goblins and then suddenly you're missing a mammoth.""?Hurdek, Mazar mammoth trainer</i>",<i>「これらのドラゴンはすぐに成長します。最初の餌はリスやゴブリンですが、そのうち、突然マンモスがいなくなると思いますよ。」――マザールのマンモス調教師、ハーデック</i>,David Palumbo,138,,,,,,,,,,M14,コモン,,,
Duress,1,{B},Duress,,B,,ソーサリー,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,,,,,,,,,,,Duress,,"Look at target opponent's hand and choose a noncreature, nonland card there. That player discards that card.",,"<i>""We decide who is worthy of our works.""</i><br/></i>?Gix, Yawgmoth praetor</i>",,Lawrence Snelly,132,,,,,,,,,,USG,コモン,,,
Duress,1,{B},Duress,,B,,ソーサリー,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,,,,,,,,,,,Duress,,"Target opponent reveals his or her hand. Choose a noncreature, nonland card from it. That player discards that card.",,"<i>""Change your mind, or I'll change it for you.""</i>",,Pete Venters,131,,,,,,,,,,7ED,コモン,,,
Duress,1,{B},Duress,,B,,ソーサリー,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,,,,,,,,,,,Duress,強迫,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開する。 あなたはその中のクリーチャーでも土地でもないカードを１枚選ぶ。 そのプレイヤーはそのカードを捨てる。,"<i>""Don't worry. I'm not going to deprive you of all your secrets. Just your most precious one.""</i><br/></i>?Liliana Vess</i>",<i>「心配しなくていいよ。 お前の秘密を全部奪うつもりはない。 一番大事なやつだけさ。」</i><br/></i>――リリアナ・ヴェス</i>,Steven Belledin,96,,,,,,,,,,M10,コモン,,,
Duress,1,{B},Duress,,B,,ソーサリー,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,,,,,,,,,,,Duress,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,"<i>""Change your mind, or I'll change it for you.""</i>",,Steven Belledin,46,,,,,,,,,,DDC,コモン,,,
Duress,1,{B},Duress,,B,,ソーサリー,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,,,,,,,,,,,Duress,強迫,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開する。 あなたはその中のクリーチャーでも土地でもないカードを１枚選ぶ。 そのプレイヤーはそのカードを捨てる。,"<i>""Don't worry. I'm not going to deprive you of all your secrets. Just your most precious one.""</i><br/></i>?Liliana Vess</i>",<i>「心配しなくていいよ。 お前の秘密を全部奪うつもりはない。 一番大事なやつだけさ。」</i><br/></i>――リリアナ・ヴェス</i>,Steven Belledin,96,,,,,,,,,,M11,コモン,,,
Duress,1,{B},Duress,,B,,ソーサリー,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,,,,,,,,,,,Duress,強迫,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開する。あなたはその中のクリーチャーでも土地でもないカードを１枚選ぶ。そのプレイヤーはそのカードを捨てる。,"<i>""Don't worry. I'm not going to deprive you of all your secrets. Just your most precious one.""</i><br/></i>?Liliana Vess</i>",<i>「心配しなくていいよ。お前の秘密を全部奪うつもりはない。一番大事なやつだけさ。」――リリアナ・ヴェス</i>,Steven Belledin,90,,,,,,,,,,M13,コモン,,,
Duress,1,{B},Duress,,B,,ソーサリー,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,,,,,,,,,,,Duress,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,"<i>""Don't worry. I'm not going to deprive you of all your secrets. Just your most precious one.""</i><br/></i>?Liliana Vess</i>",,Steven Belledin,13,,,,,,,,,,PD3,コモン,,,
Duress,1,{B},Duress,,B,,ソーサリー,,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,,,,,,,,,,,,,Duress,強迫,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開する。あなたはその中のクリーチャーでも土地でもないカードを１枚選ぶ。そのプレイヤーはそのカードを捨てる。,"<i>""It hurts more if you think about it.""?Hooks, Cabal torturer</i>",<i>「考えるとなおさら痛いぞ。」――陰謀団の拷問官、フックス</i>,Steven Belledin,97,,,,,,,,,,M14,コモン,,,
Elite Arcanist,1,{3}{U},Elite Arcanist,,U,,クリーチャー,人間 ウィザード,"When Elite Arcanist enters the battlefield, you may exile an instant card from your hand.<br/>{X}, {Tap}: Copy the exiled card. You may cast the copy without paying its mana cost. X is the converted mana cost of the exiled card.",1,1,,,,,,,,,,,,Elite Arcanist,精鋭秘儀術師,"When Elite Arcanist enters the battlefield, you may exile an instant card from your hand.<br/>{X}, {Tap}: Copy the exiled card. You may cast the copy without paying its mana cost. X is the converted mana cost of the exiled card.","精鋭秘儀術師が戦場に出たとき、あなたはあなたの手札にあるインスタント・カード１枚を追放してもよい。<br/>{X}, {Tap}：その追放されたカードをコピーする。あなたはそのコピーを、そのマナ・コストを支払うことなく唱えてもよい。Ｘはその追放されたカードの点数で見たマナ・コストに等しい。",,,James Zapata,54,,,,,,,,,,M14,レア,,,
Elixir of Immortality,1,{1},Elixir of Immortality,,Colorless,,アーティファクト,,"{2}, {Tap}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library.",,,,,,,,,,,,,,Elixir of Immortality,不死の霊薬,"{2}, {Tap}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into your library.","{2}, {Tap}：あなたは５点のライフを得る。 不死の霊薬とあなたの墓地をあなたのライブラリーに加えて切り直す。","<i>""Bottled life. Not as tasty as I'm used to, rather stale, but it has the same effect.""</i><br/></i>?Baron Sengir</i>",<i>「瓶詰めの生命だ。 かつてほど美味ではないし、むしろ味気ないが、効果は変わらぬ。」</i><br/></i>――センギア男爵</i>,Zoltan Boros & Gabor Szikszai,206,,,,,,,,,,M11,アンコモン,,,
Elixir of Immortality,1,{1},Elixir of Immortality,,Colorless,,アーティファクト,,"{2}, {Tap}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library.",,,,,,,,,,,,,,Elixir of Immortality,不死の霊薬,"{2}, {Tap}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library.","{2}, {Tap}：あなたは５点のライフを得る。 不死の霊薬とあなたの墓地をオーナーのライブラリーに加えて切り直す。","<i>""Bottled life. Not as tasty as I'm used to, rather stale, but it has the same effect.""</i><br/></i>?Baron Sengir</i>",<i>「瓶詰めの生命だ。 かつてほど美味ではないし、むしろ味気ないが、効果は変わらぬ。」</i><br/></i>――センギア男爵</i>,Zoltan Boros & Gabor Szikszai,208,,,,,,,,,,M12,アンコモン,,,
Elixir of Immortality,1,{1},Elixir of Immortality,,Colorless,,アーティファクト,,"{2}, {Tap}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library.",,,,,,,,,,,,,,Elixir of Immortality,不死の霊薬,"{2}, {Tap}: You gain 5 life. Shuffle Elixir of Immortality and your graveyard into your library.","{2}, {Tap}：あなたは５点のライフを得る。 不死の霊薬とあなたの墓地をあなたのライブラリーに加えて切り直す。","<i>""Bottled life. Not as tasty as I'm used to, rather stale, but it has the same effect.""</i><br/></i>?Baron Sengir</i>",<i>「瓶詰めの生命だ。 かつてほど美味ではないし、むしろ味気ないが、効果は変わらぬ。」</i><br/></i>――センギア男爵</i>,Zoltan Boros & Gabor Szikszai,62,,,,,,,,,,DDF,アンコモン,,,
