カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Icefeather Aven,1,{G}{U},Icefeather Aven,,UG,,クリーチャー,鳥 シャーマン,"Flying<br/>Morph {1}{G}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Icefeather Aven is turned face up, you may return another target creature to its owner's hand.",2,2,,,,,,,,,,,,Icefeather Aven,氷羽のエイヴン,"Flying<br/>Morph {1}{G}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Icefeather Aven is turned face up, you may return another target creature to its owner's hand.",飛行<br/>変異{1}{G}{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>氷羽のエイヴンが表向きになったとき、他のクリーチャー１体を対象とする。あなたはそれをオーナーの手札に戻してもよい。,,,Slawomir Maniak,178,,,,,,,,,,KTK,アンコモン,,
Icy Blast,1,{X}{U},Icy Blast,,U,,インスタント,,"Tap X target creatures.<br/>Ferocious ? If you control a creature with power 4 or greater, those creatures don't untap during their controllers' next untap steps.",,,,,,,,,,,,,,Icy Blast,凍氷破,"Tap X target creatures.<br/>Ferocious ? If you control a creature with power 4 or greater, those creatures don't untap during their controllers' next untap steps.",クリーチャーＸ体を対象とし、それらをタップする。<br/>獰猛 ― あなたがパワーが４以上のクリーチャーをコントロールしているなら、それらのクリーチャーは、それらのコントローラーの次のアンタップ・ステップにアンタップしない。,"<i>""Do not think the sand or the sun will hold back the breath of winter.""</i>",<i>「砂や太陽で冬の息吹を止められると思うな。」</i>,Eric Deschamps,42,,,,,,,,,,KTK,レア,,
Incremental Growth,1,{3}{G}{G},Incremental Growth,,G,,ソーサリー,,"Put a +1/+1 counter on target creature, two +1/+1 counters on another target creature, and three +1/+1 counters on a third target creature.",,,,,,,,,,,,,,Incremental Growth,増え続ける成長,"Put a +1/+1 counter on target creature, two +1/+1 counters on another target creature, and three +1/+1 counters on a third target creature.",クリーチャー１体と、他のクリーチャー１体と、さらに他のクリーチャー１体を対象とする。その第１者の上に＋１/＋１カウンターを１個、その第２者の上に＋１/＋１カウンターを２個、その第３者の上に＋１/＋１カウンターを３個置く。,<i>The bonds of family cross the boundaries of race.</i>,<i>家族の絆は種族の壁を超越する。</i>,Clint Cearley,138,,,,,,,,,,KTK,アンコモン,,
Ivorytusk Fortress,1,{2}{W}{B}{G},Ivorytusk Fortress,,BGW,,クリーチャー,象,Untap each creature you control with a +1/+1 counter on it during each other player's untap step.,5,7,,,,,,,,,,,,Ivorytusk Fortress,象牙牙の城塞,Untap each creature you control with a +1/+1 counter on it during each other player's untap step.,他の各プレイヤーのアンタップ・ステップに、あなたがコントロールする＋１/＋１カウンターが置かれている各クリーチャーをアンタップする。,<i>Abzan soldiers march to war confident that their Houses march with them.</i>,<i>アブザンの兵士たちは、彼らと共にその家が行進していることに自信を持ちながら戦争に向かって行進する。</i>,Jasper Sandner,179,,,,,,,,,,KTK,レア,,
Jeering Instigator,1,{1}{R},Jeering Instigator,,R,,クリーチャー,ゴブリン ならず者,"Morph {2}{R} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Jeering Instigator is turned face up, if it's your turn, gain control of another target creature until end of turn. Untap that creature. It gains haste until end of turn.",2,1,,,,,,,,,,,,Jeering Instigator,嘲る扇動者,"Morph {2}{R} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Jeering Instigator is turned face up, if it's your turn, gain control of another target creature until end of turn. Untap that creature. It gains haste until end of turn.",変異{2}{R}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>嘲る扇動者が表向きになったとき、あなたのターンである場合、他のクリーチャー１体を対象とする。ターン終了時まで、そのクリーチャーのコントロールを得る。そのクリーチャーをアンタップする。ターン終了時まで、それは速攻を得る。,,,Willian Murai,113,,,,,,,,,,KTK,レア,,
Jeskai Ascendancy,1,{U}{R}{W},Jeskai Ascendancy,,RWU,,エンチャント,,"Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn. Untap those creatures.<br/>Whenever you cast a noncreature spell, you may draw a card. If you do, discard a card.",,,,,,,,,,,,,,Jeskai Ascendancy,ジェスカイの隆盛,"Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn. Untap those creatures.<br/>Whenever you cast a noncreature spell, you may draw a card. If you do, discard a card.",あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、あなたがコントロールするクリーチャーは＋１/＋１の修整を受ける。それらのクリーチャーをアンタップする。<br/>あなたがクリーチャーでない呪文を１つ唱えるたび、あなたはカードを１枚引いてもよい。そうしたなら、カードを１枚捨てる。,,,Dan Scott,180,,,,,,,,,,KTK,レア,,
Jeskai Banner,1,{3},Jeskai Banner,,Colorless,,アーティファクト,,"{Tap}: Add {U}, {R}, or {W} to your mana pool.<br/>{U}{R}{W}, {Tap}, Sacrifice Jeskai Banner: Draw a card.",,,,,,,,,,,,,,Jeskai Banner,ジェスカイの戦旗,"{Tap}: Add {U}, {R}, or {W} to your mana pool.<br/>{U}{R}{W}, {Tap}, Sacrifice Jeskai Banner: Draw a card.","{Tap}：あなたのマナ・プールに{U}か{R}か{W}を加える。<br/>{U}{R}{W}, {Tap}, ジェスカイの戦旗を生け贄に捧げる：カードを１枚引く。","<i>Discipline to persevere, insight to discover.</i>",<i>規律で耐え忍び、洞察で発見。</i>,Daniel Ljunggren,222,,,,,,,,,,KTK,コモン,,
Jeskai Charm,1,{U}{R}{W},Jeskai Charm,,RWU,,インスタント,,Choose one ?<br/>? Put target creature on top of its owner's library.<br/>? Jeskai Charm deals 4 damage to target opponent.<br/>? Creatures you control get +1/+1 and gain lifelink until end of turn.,,,,,,,,,,,,,,Jeskai Charm,ジェスカイの魔除け,Choose one ?<br/>? Put target creature on top of its owner's library.<br/>? Jeskai Charm deals 4 damage to target opponent.<br/>? Creatures you control get +1/+1 and gain lifelink until end of turn.,以下から１つを選ぶ。<br/>・クリーチャー１体を対象とし、それをオーナーのライブラリーの一番に置く。<br/>・対戦相手１人を対象とする。ジェスカイの魔除けはそのプレイヤーに４点のダメージを与える。<br/>・ターン終了時まで、あなたがコントロールするクリーチャーは＋１/＋１の修整を受けるとともに絆魂を得る。,,,Mathias Kollros,181,,,,,,,,,,KTK,アンコモン,,
Jeskai Elder,1,{1}{U},Jeskai Elder,,U,,クリーチャー,人間 モンク,"Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i><br/>Whenever Jeskai Elder deals combat damage to a player, you may draw a card. If you do, discard a card.",1,2,,,,,,,,,,,,Jeskai Elder,ジェスカイの長老,"Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i><br/>Whenever Jeskai Elder deals combat damage to a player, you may draw a card. If you do, discard a card.",果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは＋１/＋１の修整を受ける。）<br/>ジェスカイの長老がプレイヤー１人に戦闘ダメージを与えるたび、あなたはカードを１枚引いてもよい。そうしたなら、カードを１枚捨てる。,,,Craig J Spearing,43,,,,,,,,,,KTK,アンコモン,,
Jeskai Student,1,{1}{W},Jeskai Student,,W,,クリーチャー,人間 モンク,"Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",1,3,,,,,,,,,,,,Jeskai Student,ジェスカイの学徒,"Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは＋１/＋１の修整を受ける。）,"<i>Discipline is the first pillar of the Jeskai Way. Each member of the clan trains in a weapon, perfecting its use over a lifetime.</i>",<i>ジェスカイ道における第１の基礎は鍛錬である。部族の者はそれぞれ１つの武器で鍛錬を行い、生涯にわたってその使い方を極めていく。</i>,David Gaillet,14,,,,,,,,,,KTK,コモン,,
Jeskai Windscout,1,{2}{U},Jeskai Windscout,,U,,クリーチャー,鳥 スカウト,"Flying<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",2,1,,,,,,,,,,,,Jeskai Windscout,ジェスカイの風物見,"Flying<br/>Prowess <i>(Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)</i>",飛行<br/>果敢（あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、このクリーチャーは＋１/＋１の修整を受ける。）,<i>They range from Sage-Eye Stronghold to the farthest reaches of Tarkir.</i>,<i>彼らは賢者眼の要塞からタルキールの最果ての地まで到達できる。</i>,Johann Bodin,44,,,,,,,,,,KTK,コモン,,
Jungle Hollow,1,,Jungle Hollow,,Colorless,,土地,,"Jungle Hollow enters the battlefield tapped.<br/>When Jungle Hollow enters the battlefield, you gain 1 life.<br/>{Tap}: Add {B} or {G} to your mana pool.",,,,,,,,,,,,,,Jungle Hollow,ジャングルのうろ穴,"Jungle Hollow enters the battlefield tapped.<br/>When Jungle Hollow enters the battlefield, you gain 1 life.<br/>{Tap}: Add {B} or {G} to your mana pool.",ジャングルのうろ穴はタップ状態で戦場に出る。<br/>ジャングルのうろ穴が戦場に出たとき、あなたは１点のライフを得る。<br/>{Tap}：あなたのマナ・プールに{B}か{G}を加える。,,,Eytan Zana,235,,,,,,,,,,KTK,コモン,,
Kheru Bloodsucker,1,{2}{B},Kheru Bloodsucker,,B,,クリーチャー,吸血鬼,"Whenever a creature you control with toughness 4 or greater dies, each opponent loses 2 life and you gain 2 life.<br/>{2}{B}, Sacrifice another creature: Put a +1/+1 counter on Kheru Bloodsucker.",2,2,,,,,,,,,,,,Kheru Bloodsucker,ケルゥの吸血者,"Whenever a creature you control with toughness 4 or greater dies, each opponent loses 2 life and you gain 2 life.<br/>{2}{B}, Sacrifice another creature: Put a +1/+1 counter on Kheru Bloodsucker.","あなたがコントロールするタフネスが４以上のクリーチャーが１体死亡するたび、各対戦相手はそれぞれ２点のライフを失い、あなたは２点のライフを得る。<br/>{2}{B}, 他のクリーチャーを１体生け贄に捧げる：ケルゥの吸血者の上に＋１/＋１カウンターを１個置く。","<i>It stares through the empty, pain-twisted faces of those it has drained.</i>",<i>それは、これまでに吸収してきた者たちの苦悶にゆがんだ空虚な顔を通して何かを見つめていた。</i>,Daniel Ljunggren,75,,,,,,,,,,KTK,アンコモン,,
Kheru Dreadmaw,1,{4}{B},Kheru Dreadmaw,,B,,クリーチャー,ゾンビ クロコダイル,"Defender<br/>{1}{G}, Sacrifice another creature: You gain life equal to the sacrificed creature's toughness.",4,4,,,,,,,,,,,,Kheru Dreadmaw,ケルゥの戦慄の大口,"Defender<br/>{1}{G}, Sacrifice another creature: You gain life equal to the sacrificed creature's toughness.","防衛<br/>{1}{G}, 他のクリーチャーを１体生け贄に捧げる：あなたは生け贄に捧げたクリーチャーのタフネスに等しい点数のライフを得る。","<i>Its hunting instincts have long since rotted away. Its hunger, however, remains.</i>",<i>それの狩猟本能は遠い昔に腐り落ちていた。しかし、その飢餓感はまだ残っていた。</i>,Ryan Yee,76,,,,,,,,,,KTK,コモン,,
Kheru Lich Lord,1,{3}{B}{G}{U},Kheru Lich Lord,,GUB,,クリーチャー,ゾンビ ウィザード,"At the beginning of your upkeep, you may pay {2}{B}. If you do, return a creature card at random from your graveyard to the battlefield. It gains flying, trample, and haste. Exile that card at the beginning of your next end step. If it would leave the battlefield, exile it instead of putting it anywhere else.",4,4,,,,,,,,,,,,Kheru Lich Lord,死者の王、ケルゥ,"At the beginning of your upkeep, you may pay {2}{B}. If you do, return a creature card at random from your graveyard to the battlefield. It gains flying, trample, and haste. Exile that card at the beginning of your next end step. If it would leave the battlefield, exile it instead of putting it anywhere else.",あなたのアップキープの開始時に、あなたは{2}{B}を支払ってもよい。そうしたなら、あなたの墓地にあるクリーチャー・カードを１枚無作為に選んで戦場に戻す。それは飛行とトランプルと速攻を得る。次のあなたの終了ステップの開始時に、そのカードを追放する。それが戦場を離れるなら、それを他のいずれかの領域に置く代わりにそれを追放する。,,,Karl Kopinski,182,,,,,,,,,,KTK,レア,,
Kheru Spellsnatcher,1,{3}{U},Kheru Spellsnatcher,,U,,クリーチャー,ナーガ ウィザード,"Morph {4}{U}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Kheru Spellsnatcher is turned face up, counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard. You may cast that card without paying its mana cost for as long as it remains exiled.",3,3,,,,,,,,,,,,Kheru Spellsnatcher,ケルゥの呪文奪い,"Morph {4}{U}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Kheru Spellsnatcher is turned face up, counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard. You may cast that card without paying its mana cost for as long as it remains exiled.",変異{4}{U}{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>ケルゥの呪文奪いが表向きになったとき、呪文１つを対象とし、それを打ち消す。その呪文がこれにより打ち消されたなら、それをオーナーの墓地に置く代わりに追放する。そのカードが追放されているかぎり、あなたはそのカードをそのマナ・コストを支払うことなく唱えてもよい。,,,Clint Cearley,45,,,,,,,,,,KTK,レア,,
